obs,type,targ,nD,rt,accuracy,response
27,redHorizontal,absent,15,0.73369,1,0
27,redHorizontal,present,15,0.70181,0,0
27,redHorizontal,absent,15,1.109315,1,0
27,redHorizontal,absent,15,0.623695,1,0
27,redHorizontal,present,15,1.1027,1,1
27,redHorizontal,present,15,0.69263,1,1
27,redHorizontal,present,15,2.818705,1,1
27,redHorizontal,absent,15,0.64446,1,0
27,redHorizontal,present,15,0.78425,1,1
27,redHorizontal,absent,15,2.767105,1,0
27,redHorizontal,present,15,1.439935,0,0
27,redHorizontal,present,15,0.67276,1,1
27,redHorizontal,absent,15,1.13964,1,0
27,redHorizontal,present,15,0.65817,1,1
27,redHorizontal,absent,15,0.83463,1,0
27,redHorizontal,absent,15,0.77669,1,0
27,redHorizontal,present,15,0.89433,1,1
27,redHorizontal,absent,15,0.65431,1,0
27,redHorizontal,absent,15,0.725225,1,0
27,redHorizontal,absent,15,0.90993,1,0
27,redHorizontal,present,15,1.078415,1,1
27,redHorizontal,present,15,0.81799,1,1
27,redHorizontal,present,15,1.664065,1,1
27,redHorizontal,present,15,0.62561,1,1
27,redHorizontal,present,15,0.655435,1,1
27,redHorizontal,present,15,0.83375,1,1
27,redHorizontal,absent,15,0.78164,1,0
27,redHorizontal,present,15,0.81224,1,1
27,redHorizontal,absent,15,0.696415,1,0
27,redHorizontal,present,15,0.88144,1,1
27,redHorizontal,absent,15,0.98816,1,0
27,redHorizontal,absent,15,0.98461,1,0
27,redHorizontal,present,15,0.73521,1,1
27,redHorizontal,absent,15,0.80742,1,0
27,redHorizontal,absent,15,0.68788,1,0
27,redHorizontal,absent,15,0.804295,1,0
27,redHorizontal,absent,15,0.522475,1,0
27,redHorizontal,absent,15,0.47324,1,0
27,redHorizontal,present,15,0.707165,0,0
27,redHorizontal,absent,15,0.659895,1,0
27,redHorizontal,present,15,0.777775,0,0
27,redHorizontal,absent,15,0.7218,0,1
27,redHorizontal,present,15,0.848495,1,1
27,redHorizontal,present,15,1.796475,1,1
27,redHorizontal,absent,15,0.650055,1,0
27,redHorizontal,present,15,1.32241,1,1
27,redHorizontal,present,15,0.803055,1,1
27,redHorizontal,present,15,0.621295,0,0
28,greenVertical,present,15,0.637935,1,1
28,greenVertical,present,15,0.71202,1,1
28,greenVertical,present,15,0.84187,1,1
28,greenVertical,present,15,0.939835,1,1
28,greenVertical,absent,15,0.9383,1,0
28,greenVertical,absent,15,0.787835,1,0
28,greenVertical,present,15,1.464545,1,1
28,greenVertical,absent,15,0.74617,1,0
28,greenVertical,absent,15,0.880765,1,0
28,greenVertical,absent,15,0.686075,1,0
28,greenVertical,absent,15,0.688615,1,0
28,greenVertical,absent,15,0.615145,1,0
28,greenVertical,present,15,0.84598,1,1
28,greenVertical,absent,15,0.76204,1,0
28,greenVertical,present,15,0.71777,1,1
28,greenVertical,present,15,0.66128,1,1
28,greenVertical,absent,15,0.91262,1,0
28,greenVertical,present,15,0.939735,1,1
28,greenVertical,absent,15,0.760895,1,0
28,greenVertical,present,15,1.0479,1,1
28,greenVertical,present,15,0.55807,1,1
28,greenVertical,absent,15,0.8062,1,0
28,greenVertical,present,15,0.79428,1,1
28,greenVertical,present,15,0.70602,1,1
28,greenVertical,present,15,1.21536,1,1
28,greenVertical,absent,15,0.80037,1,0
28,greenVertical,absent,15,0.819145,1,0
28,greenVertical,absent,15,0.692995,1,0
28,greenVertical,present,15,0.59709,1,1
28,greenVertical,absent,15,0.665835,1,0
28,greenVertical,present,15,0.661605,1,1
28,greenVertical,present,15,0.62945,1,1
28,greenVertical,absent,15,0.81875,1,0
28,greenVertical,absent,15,0.578745,1,0
28,greenVertical,absent,15,0.614965,1,0
28,greenVertical,present,15,0.69175,1,1
28,greenVertical,present,15,0.5013,1,1
28,greenVertical,absent,15,0.58029,1,0
28,greenVertical,present,15,0.55524,1,1
28,greenVertical,absent,15,0.58338,1,0
28,greenVertical,absent,15,0.974845,1,0
28,greenVertical,present,15,0.745205,1,1
28,greenVertical,present,15,0.70622,1,1
28,greenVertical,present,15,0.73359,1,1
28,greenVertical,present,15,0.699085,1,1
28,greenVertical,absent,15,0.650505,1,0
28,greenVertical,absent,15,1.299925,1,0
28,greenVertical,absent,15,0.660635,1,0
28,greenVertical,present,15,0.61633,1,1
28,greenVertical,absent,15,0.69,1,0
28,redHorizontal,absent,15,1.236215,1,0
28,redHorizontal,absent,15,0.64501,1,0
28,redHorizontal,absent,15,0.730965,1,0
28,redHorizontal,absent,15,0.79896,1,0
28,redHorizontal,present,15,0.704805,1,1
28,redHorizontal,present,15,0.625155,1,1
28,redHorizontal,absent,15,1.21295,1,0
28,redHorizontal,absent,15,0.712265,1,0
28,redHorizontal,absent,15,0.703895,1,0
28,redHorizontal,absent,15,0.987555,1,0
28,redHorizontal,present,15,0.632445,1,1
28,redHorizontal,present,15,0.71585,0,0
28,redHorizontal,present,15,0.99882,1,1
28,redHorizontal,absent,15,0.940415,1,0
28,redHorizontal,absent,15,0.71842,1,0
28,redHorizontal,absent,15,0.83899,1,0
28,redHorizontal,present,15,0.811265,0,0
28,redHorizontal,present,15,0.65952,1,1
28,redHorizontal,present,15,0.913995,1,1
28,redHorizontal,present,15,1.16894,1,1
28,redHorizontal,absent,15,0.81537,1,0
28,redHorizontal,absent,15,0.89054,1,0
28,redHorizontal,present,15,0.666755,1,1
28,redHorizontal,present,15,0.73692,1,1
28,redHorizontal,absent,15,0.896425,1,0
28,redHorizontal,absent,15,1.54555,1,0
28,redHorizontal,present,15,0.791745,1,1
28,redHorizontal,present,15,0.72666,1,1
28,redHorizontal,absent,15,1.17654,1,0
28,redHorizontal,absent,15,1.210535,1,0
28,redHorizontal,present,15,0.638635,0,0
28,redHorizontal,present,15,0.81855,1,1
28,redHorizontal,present,15,0.985035,1,1
28,redHorizontal,present,15,0.520615,1,1
28,redHorizontal,absent,15,0.73649,1,0
28,redHorizontal,absent,15,0.84399,1,0
28,redHorizontal,present,15,1.223145,1,1
28,redHorizontal,present,15,0.63117,1,1
28,redHorizontal,present,15,0.691335,1,1
28,redHorizontal,absent,15,0.79428,1,0
28,redHorizontal,present,15,0.487645,1,1
28,redHorizontal,present,15,0.680705,1,1
28,redHorizontal,absent,15,1.02811,1,0
28,redHorizontal,present,15,0.835955,1,1
28,redHorizontal,present,15,0.53395,1,1
28,redHorizontal,absent,15,0.707485,1,0
28,redHorizontal,present,15,0.759525,1,1
28,redHorizontal,absent,15,0.88121,1,0
28,redHorizontal,absent,15,1.410215,1,0
28,redHorizontal,absent,15,0.849405,1,0
30,redHorizontal,present,15,2.543775,1,1
30,redHorizontal,present,15,0.97477,1,1
30,redHorizontal,absent,15,1.582175,1,0
30,redHorizontal,absent,15,1.537035,1,0
30,redHorizontal,absent,15,1.634985,1,0
30,redHorizontal,present,15,1.148555,1,1
30,redHorizontal,present,15,1.12619,1,1
30,redHorizontal,absent,15,2.00918,1,0
30,redHorizontal,present,15,1.465785,1,1
30,redHorizontal,absent,15,1.592965,1,0
30,redHorizontal,absent,15,1.859355,1,0
30,redHorizontal,absent,15,1.302565,1,0
30,redHorizontal,absent,15,1.37833,1,0
30,redHorizontal,present,15,1.280015,1,1
30,redHorizontal,present,15,1.555045,1,1
30,redHorizontal,absent,15,1.76096,1,0
30,redHorizontal,absent,15,1.994595,1,0
30,redHorizontal,absent,15,2.21247,1,0
30,redHorizontal,present,15,2.747905,1,1
30,redHorizontal,absent,15,1.562755,1,0
30,redHorizontal,present,15,1.68787,1,1
30,redHorizontal,absent,15,1.811575,1,0
30,redHorizontal,present,15,1.14283,1,1
30,redHorizontal,present,15,1.284415,1,1
30,redHorizontal,absent,15,1.62755,1,0
30,redHorizontal,present,15,1.13818,1,1
30,redHorizontal,absent,15,1.54475,1,0
30,redHorizontal,present,15,1.98044,1,1
30,redHorizontal,present,15,1.11165,1,1
30,redHorizontal,present,15,0.99623,1,1
30,redHorizontal,absent,15,1.77869,1,0
30,redHorizontal,present,15,1.07781,1,1
30,redHorizontal,present,15,1.95139,1,1
30,redHorizontal,absent,15,1.773705,1,0
30,redHorizontal,absent,15,1.94311,1,0
30,redHorizontal,absent,15,1.44356,1,0
30,redHorizontal,absent,15,1.22069,1,0
30,redHorizontal,present,15,1.166915,1,1
30,redHorizontal,present,15,1.67148,1,1
30,redHorizontal,present,15,1.352825,1,1
30,redHorizontal,present,15,1.073715,1,1
30,redHorizontal,absent,15,2.778595,1,0
30,redHorizontal,present,15,1.62997,1,1
30,redHorizontal,present,15,0.86443,1,1
30,redHorizontal,present,15,1.628525,1,1
30,redHorizontal,absent,15,1.468775,1,0
30,redHorizontal,present,15,1.0542,1,1
30,redHorizontal,absent,15,1.621255,1,0
30,redHorizontal,absent,15,2.3345,1,0
30,greenVertical,absent,15,2.80814,1,0
30,greenVertical,absent,15,2.62834,1,0
30,greenVertical,absent,15,1.69509,1,0
30,greenVertical,absent,15,1.24938,1,0
30,greenVertical,present,15,1.406945,1,1
30,greenVertical,present,15,0.89156,1,1
30,greenVertical,absent,15,1.16383,1,0
30,greenVertical,absent,15,1.061465,1,0
30,greenVertical,present,15,1.515005,1,1
30,greenVertical,present,15,1.1664350000000001,1,1
30,greenVertical,absent,15,1.221015,1,0
30,greenVertical,absent,15,0.985775,1,0
30,greenVertical,absent,15,1.08375,1,0
30,greenVertical,present,15,1.08384,1,1
30,greenVertical,absent,15,1.09713,1,0
30,greenVertical,absent,15,0.92876,1,0
30,greenVertical,absent,15,1.244455,1,0
30,greenVertical,present,15,0.821505,1,1
30,greenVertical,absent,15,1.93377,1,0
30,greenVertical,absent,15,0.98179,1,0
30,greenVertical,absent,15,0.98309,1,0
30,greenVertical,absent,15,2.094475,1,0
30,greenVertical,absent,15,0.951935,1,0
30,greenVertical,absent,15,0.950065,1,0
30,greenVertical,present,15,0.820405,1,1
30,greenVertical,present,15,1.13515,1,1
30,greenVertical,present,15,1.039725,1,1
30,greenVertical,absent,15,0.90474,1,0
30,greenVertical,present,15,0.8829,1,1
30,greenVertical,present,15,1.34661,1,1
30,greenVertical,present,15,0.946465,1,1
30,greenVertical,present,15,1.390715,1,1
30,greenVertical,present,15,0.977445,1,1
30,greenVertical,absent,15,1.077945,1,0
30,greenVertical,absent,15,1.113545,1,0
30,greenVertical,absent,15,1.163665,1,0
30,greenVertical,present,15,0.88412,1,1
30,greenVertical,present,15,1.03979,1,1
30,greenVertical,present,15,0.81551,1,1
30,greenVertical,present,15,1.021825,1,1
30,greenVertical,present,15,1.02498,1,1
30,greenVertical,present,15,1.007185,1,1
30,greenVertical,absent,15,0.77963,1,0
30,greenVertical,present,15,1.22902,1,1
30,greenVertical,present,15,0.978105,1,1
30,greenVertical,absent,15,1.078095,1,0
30,greenVertical,present,15,0.8008,1,1
30,greenVertical,present,15,0.861155,1,1
30,greenVertical,present,15,0.8824,1,1
30,greenVertical,absent,15,1.39321,1,0
31,greenVertical,present,15,0.78623,1,1
31,greenVertical,absent,15,1.954905,1,0
31,greenVertical,absent,15,1.083535,1,0
31,greenVertical,absent,15,1.532445,1,0
31,greenVertical,absent,15,1.5684,1,0
31,greenVertical,present,15,0.65303,1,1
31,greenVertical,absent,15,1.30989,1,0
31,greenVertical,absent,15,1.04636,1,0
31,greenVertical,absent,15,1.04688,1,0
31,greenVertical,present,15,1.04482,1,1
31,greenVertical,present,15,0.831495,1,1
31,greenVertical,absent,15,1.36743,1,0
31,greenVertical,absent,15,0.996685,1,0
31,greenVertical,present,15,0.580965,1,1
31,greenVertical,absent,15,1.076585,1,0
31,greenVertical,present,15,0.94211,1,1
31,greenVertical,absent,15,0.88793,1,0
31,greenVertical,present,15,0.64915,1,1
31,greenVertical,present,15,0.511995,1,1
31,greenVertical,absent,15,0.88487,1,0
31,greenVertical,present,15,0.73211,1,1
31,greenVertical,present,15,0.492515,1,1
31,greenVertical,present,15,1.13276,1,1
31,greenVertical,present,15,0.703715,0,0
31,greenVertical,absent,15,1.81948,1,0
31,greenVertical,present,15,0.586835,1,1
31,greenVertical,absent,15,1.170525,1,0
31,greenVertical,present,15,1.021765,1,1
31,greenVertical,absent,15,1.38331,1,0
31,greenVertical,present,15,0.68765,1,1
31,greenVertical,present,15,0.733055,1,1
31,greenVertical,absent,15,0.852885,1,0
31,greenVertical,absent,15,1.168265,1,0
31,greenVertical,absent,15,1.071725,1,0
31,greenVertical,absent,15,0.939225,1,0
31,greenVertical,present,15,0.99107,1,1
31,greenVertical,present,15,0.99102,1,1
31,greenVertical,absent,15,0.74742,1,0
31,greenVertical,present,15,0.52341,1,1
31,greenVertical,present,15,0.881685,0,0
31,greenVertical,absent,15,1.539985,1,0
31,greenVertical,present,15,0.623285,1,1
31,greenVertical,present,15,0.79378,1,1
31,greenVertical,absent,15,1.07655,1,0
31,greenVertical,present,15,0.580285,1,1
31,greenVertical,present,15,0.57031,1,1
31,greenVertical,absent,15,1.55364,1,0
31,greenVertical,present,15,0.61565,1,1
31,greenVertical,absent,15,1.175435,1,0
31,greenVertical,absent,15,1.55463,1,0
31,redHorizontal,present,15,1.0967,1,1
31,redHorizontal,present,15,0.815365,1,1
31,redHorizontal,present,15,1.048915,1,1
31,redHorizontal,absent,15,1.0035,1,0
31,redHorizontal,present,15,1.053335,0,0
31,redHorizontal,present,15,0.793195,1,1
31,redHorizontal,absent,15,1.06613,1,0
31,redHorizontal,absent,15,0.950475,1,0
31,redHorizontal,present,15,0.610205,1,1
31,redHorizontal,absent,15,1.180615,1,0
31,redHorizontal,absent,15,0.96775,1,0
31,redHorizontal,absent,15,0.861225,1,0
31,redHorizontal,present,15,0.54972,1,1
31,redHorizontal,present,15,0.79947,1,1
31,redHorizontal,absent,15,0.57334,1,0
31,redHorizontal,present,15,0.655475,1,1
31,redHorizontal,absent,15,0.909705,1,0
31,redHorizontal,absent,15,0.742025,1,0
31,redHorizontal,present,15,0.59149,1,1
31,redHorizontal,absent,15,1.05333,1,0
31,redHorizontal,absent,15,1.00929,1,0
31,redHorizontal,present,15,2.44604,1,1
31,redHorizontal,present,15,0.68948,1,1
31,redHorizontal,absent,15,1.10982,1,0
31,redHorizontal,absent,15,1.78804,1,0
31,redHorizontal,absent,15,0.612375,1,0
31,redHorizontal,present,15,0.50983,1,1
31,redHorizontal,absent,15,0.830975,1,0
31,redHorizontal,present,15,0.57634,0,0
31,redHorizontal,absent,15,0.92921,1,0
31,redHorizontal,absent,15,1.20709,1,0
31,redHorizontal,present,15,0.54278,1,1
31,redHorizontal,present,15,0.654395,1,1
31,redHorizontal,absent,15,0.854015,1,0
31,redHorizontal,absent,15,0.647965,1,0
31,redHorizontal,absent,15,0.569845,1,0
31,redHorizontal,present,15,0.591985,1,1
31,redHorizontal,absent,15,1.40159,1,0
31,redHorizontal,present,15,0.96652,1,1
31,redHorizontal,present,15,0.66872,1,1
31,redHorizontal,absent,15,0.88689,1,0
31,redHorizontal,absent,15,0.69016,1,0
31,redHorizontal,absent,15,0.87302,1,0
31,redHorizontal,present,15,0.612995,1,1
31,redHorizontal,absent,15,0.64248,1,0
31,redHorizontal,present,15,0.993355,1,1
31,redHorizontal,present,15,0.500595,1,1
31,redHorizontal,present,15,0.56305,0,0
31,redHorizontal,present,15,1.10021,1,1
32,redHorizontal,present,15,0.87068,1,1
32,redHorizontal,absent,15,1.63272,1,0
32,redHorizontal,present,15,0.608015,1,1
32,redHorizontal,present,15,0.751865,1,1
32,redHorizontal,present,15,0.624945,1,1
32,redHorizontal,present,15,0.899865,1,1
32,redHorizontal,absent,15,1.109355,1,0
32,redHorizontal,absent,15,1.22223,1,0
32,redHorizontal,absent,15,0.99852,1,0
32,redHorizontal,absent,15,1.889915,1,0
32,redHorizontal,present,15,1.088575,1,1
32,redHorizontal,present,15,1.052955,1,1
32,redHorizontal,present,15,0.913825,1,1
32,redHorizontal,present,15,0.647495,1,1
32,redHorizontal,absent,15,0.62437,1,0
32,redHorizontal,absent,15,1.671755,1,0
32,redHorizontal,present,15,0.622015,1,1
32,redHorizontal,absent,15,0.96552,1,0
32,redHorizontal,present,15,0.939445,1,1
32,redHorizontal,present,15,0.70844,1,1
32,redHorizontal,present,15,0.835485,1,1
32,redHorizontal,absent,15,1.170905,1,0
32,redHorizontal,present,15,0.674165,1,1
32,redHorizontal,absent,15,0.880385,1,0
32,redHorizontal,absent,15,1.173045,1,0
32,redHorizontal,absent,15,1.534595,1,0
32,redHorizontal,absent,15,1.616305,1,0
32,redHorizontal,present,15,0.64976,1,1
32,redHorizontal,present,15,0.57174,1,1
32,redHorizontal,absent,15,0.80023,1,0
32,redHorizontal,present,15,0.58279,1,1
32,redHorizontal,present,15,0.700615,1,1
32,redHorizontal,absent,15,0.84042,1,0
32,redHorizontal,absent,15,1.01824,1,0
32,redHorizontal,present,15,1.66536,1,1
32,redHorizontal,present,15,1.04891,1,1
32,redHorizontal,absent,15,0.700415,1,0
32,redHorizontal,absent,15,1.284805,1,0
32,redHorizontal,present,15,0.70034,1,1
32,redHorizontal,absent,15,0.77489,1,0
32,redHorizontal,present,15,0.887485,1,1
32,redHorizontal,present,15,0.735,1,1
32,redHorizontal,absent,15,0.92305,1,0
32,redHorizontal,present,15,1.30141,0,0
32,redHorizontal,absent,15,0.920185,1,0
32,redHorizontal,absent,15,1.23934,1,0
32,redHorizontal,absent,15,0.825185,1,0
32,redHorizontal,absent,15,0.846445,1,0
32,redHorizontal,absent,15,0.812715,1,0
32,redHorizontal,present,15,0.79245,1,1
32,greenVertical,present,15,1.86287,1,1
32,greenVertical,present,15,1.198265,1,1
32,greenVertical,absent,15,1.546745,1,0
32,greenVertical,absent,15,3.4216,1,0
32,greenVertical,absent,15,1.605145,1,0
32,greenVertical,absent,15,1.542735,1,0
32,greenVertical,present,15,0.68492,1,1
32,greenVertical,absent,15,1.103585,1,0
32,greenVertical,absent,15,0.7207,1,0
32,greenVertical,present,15,1.41594,1,1
32,greenVertical,present,15,0.76753,1,1
32,greenVertical,absent,15,0.72711,1,0
32,greenVertical,absent,15,0.888655,1,0
32,greenVertical,present,15,0.7329,0,0
32,greenVertical,present,15,0.753495,0,0
32,greenVertical,absent,15,1.00001,1,0
32,greenVertical,present,15,2.02226,1,1
32,greenVertical,absent,15,1.26726,1,0
32,greenVertical,absent,15,1.755465,1,0
32,greenVertical,absent,15,1.12564,1,0
32,greenVertical,present,15,0.930755,1,1
32,greenVertical,absent,15,0.789695,1,0
32,greenVertical,present,15,1.548445,1,1
32,greenVertical,absent,15,0.830015,1,0
32,greenVertical,present,15,0.821765,0,0
32,greenVertical,absent,15,1.346095,1,0
32,greenVertical,absent,15,3.168,1,0
32,greenVertical,absent,15,1.26538,0,1
32,greenVertical,absent,15,1.7893,1,0
32,greenVertical,present,15,0.62137,1,1
32,greenVertical,present,15,2.203035,1,1
32,greenVertical,present,15,0.87157,1,1
32,greenVertical,present,15,0.995895,1,1
32,greenVertical,present,15,1.320725,1,1
32,greenVertical,present,15,0.70862,1,1
32,greenVertical,absent,15,1.03699,1,0
32,greenVertical,absent,15,1.229475,1,0
32,greenVertical,present,15,0.730485,1,1
32,greenVertical,present,15,0.53017,1,1
32,greenVertical,present,15,0.84865,1,1
32,greenVertical,absent,15,1.297715,1,0
32,greenVertical,absent,15,1.107205,1,0
32,greenVertical,present,15,0.664945,1,1
32,greenVertical,absent,15,1.23021,1,0
32,greenVertical,present,15,1.06308,1,1
32,greenVertical,present,15,1.67464,1,1
32,greenVertical,absent,15,0.78719,1,0
32,greenVertical,present,15,0.702,1,1
32,greenVertical,present,15,0.512005,1,1
32,greenVertical,absent,15,0.986465,1,0
33,greenVertical,absent,15,0.68108,0,1
33,greenVertical,present,15,0.68485,1,1
33,greenVertical,absent,15,2.400275,1,0
33,greenVertical,absent,15,1.06374,1,0
33,greenVertical,absent,15,1.19935,1,0
33,greenVertical,present,15,0.671435,1,1
33,greenVertical,present,15,0.819845,1,1
33,greenVertical,present,15,0.71857,1,1
33,greenVertical,present,15,0.66807,1,1
33,greenVertical,absent,15,0.631335,1,0
33,greenVertical,present,15,0.60707,0,0
33,greenVertical,absent,15,0.935875,1,0
33,greenVertical,absent,15,0.80655,1,0
33,greenVertical,present,15,0.72797,0,0
33,greenVertical,present,15,1.24995,1,1
33,greenVertical,present,15,0.71108,1,1
33,greenVertical,absent,15,0.80086,1,0
33,greenVertical,absent,15,0.69887,1,0
33,greenVertical,present,15,0.760835,1,1
33,greenVertical,present,15,0.709555,0,0
33,greenVertical,absent,15,0.727705,1,0
33,greenVertical,absent,15,0.972425,1,0
33,greenVertical,absent,15,1.26706,1,0
33,greenVertical,present,15,0.680715,1,1
33,greenVertical,present,15,1.014105,1,1
33,greenVertical,absent,15,0.80674,1,0
33,greenVertical,absent,15,0.63872,1,0
33,greenVertical,present,15,0.71528,1,1
33,greenVertical,absent,15,0.704765,1,0
33,greenVertical,absent,15,1.05828,1,0
33,greenVertical,absent,15,0.859045,1,0
33,greenVertical,absent,15,0.781055,1,0
33,greenVertical,absent,15,0.76751,1,0
33,greenVertical,present,15,0.623765,1,1
33,greenVertical,absent,15,0.841025,1,0
33,greenVertical,absent,15,0.801935,1,0
33,greenVertical,absent,15,0.647125,1,0
33,greenVertical,present,15,0.684995,1,1
33,greenVertical,present,15,0.742645,1,1
33,greenVertical,present,15,0.712445,1,1
33,greenVertical,present,15,0.667335,1,1
33,greenVertical,absent,15,0.688265,1,0
33,greenVertical,present,15,0.62861,1,1
33,greenVertical,present,15,1.06996,1,1
33,greenVertical,present,15,0.685375,1,1
33,greenVertical,absent,15,0.73471,1,0
33,greenVertical,absent,15,0.65552,1,0
33,greenVertical,present,15,0.7147,1,1
33,greenVertical,present,15,0.64904,1,1
